cnum,cl_ava_2,cl_freq_2,cl_ava_3,cl_freq_3,cl_ava_4,cl_freq_4,cl_ava_5,cl_freq_5,cl_ava_6,cl_freq_6,cl_ava_7,cl_freq_7,cl_ava_8,cl_freq_8,cl_ava_9,cl_freq_9,cl_ava_10,cl_freq_10,cl_ava_11,cl_freq_11,cl_ava_12,cl_freq_12,cl_ava_13,cl_freq_13,cl_ava_14,cl_freq_14,com_ava_2,com_freq_2,com_ava_3,com_freq_3,com_ava_4,com_freq_4,com_ava_5,com_freq_5,com_ava_6,com_freq_6,com_ava_7,com_freq_7,com_ava_8,com_freq_8,com_ava_9,com_freq_9,com_ava_10,com_freq_10,com_ava_11,com_freq_11,com_ava_12,com_freq_12,com_ava_13,com_freq_13,com_ava_14,com_freq_14
E4FNB0,884.8,5.0,274.0,1.0,718.0,2.0,840.3333333333334,3.0,413.0,2.0,0.0,0.0,773.0,2.0,496.0,1.0,592.0,1.0,665.3333333333334,3.0,0.0,0.0,0.0,0.0,0.0,0.0,439.98,1.0,424.575,2.0,865.89,1.0,0.0,0.0,555.4200000000001,2.0,672.5933333333334,3.0,518.065,2.0,920.17,1.0,928.9,1.0,0.0,0.0,0.0,0.0,860.0333333333333,3.0,853.85,1.0
ELK5CL,356.5,2.0,256.3333333333333,3.0,99.0,1.0,0.0,0.0,164.0,2.0,91.5,2.0,322.0,2.0,449.25,4.0,100.0,1.0,204.0,1.0,174.5,2.0,0.0,0.0,0.0,0.0,618.125,2.0,877.08,1.0,0.0,0.0,97.52666666666669,3.0,309.65,4.0,487.5,2.0,0.0,0.0,199.7,1.0,266.105,2.0,291.93333333333334,3.0,136.0,1.0,0.0,0.0,183.905,2.0
NNNKTI,2425.0,1.0,0.0,0.0,1384.3333333333333,3.0,0.0,0.0,1797.3333333333333,3.0,2931.0,1.0,1462.0,2.0,1462.5,2.0,0.0,0.0,1223.0,3.0,0.0,0.0,1065.0,1.0,847.0,4.0,0.0,0.0,181.5,2.0,592.02,2.0,4746.58,1.0,5813.733333333334,3.0,0.0,0.0,407.0,1.0,1816.5,2.0,1647.7,1.0,525.69,1.0,4076.96,1.0,460.19000000000005,3.0,1173.59,1.0
E4LIPI,138.33333333333334,3.0,962.0,1.0,732.5,2.0,667.0,1.0,356.0,1.0,0.0,0.0,705.0,1.0,643.0,1.0,1177.5,2.0,158.0,1.0,378.0,1.0,390.75,4.0,132.0,2.0,120.345,2.0,0.0,0.0,167.225,2.0,381.712,5.0,137.17,3.0,209.29999999999998,3.0,312.34,1.0,66.975,2.0,175.2475,4.0,54.99,1.0,409.46000000000004,2.0,300.8025,4.0,146.30166666666665,6.0
E4BD4G,0.0,0.0,652.0,2.0,0.0,0.0,218.33333333333334,3.0,247.0,1.0,435.0,1.0,388.0,1.0,437.0,3.0,437.3333333333333,3.0,504.0,1.0,0.0,0.0,481.0,3.0,866.0,2.0,0.0,0.0,414.26,2.0,300.62,5.0,498.1275,4.0,276.6457142857143,7.0,341.98999999999995,9.0,684.0916666666667,6.0,434.7200000000001,7.0,337.0609090909091,11.0,632.1,5.0,184.66833333333332,6.0,285.331,10.0,382.50909090909084,11.0
ZDONDO,527.3333333333334,3.0,513.0,1.0,538.0,1.0,28.0,1.0,1453.0,1.0,1165.0,2.0,589.0,1.0,547.0,1.0,432.0,2.0,382.5,2.0,1004.0,1.0,732.5,2.0,486.5,2.0,278.66499999999996,4.0,372.59,5.0,707.735,2.0,332.0,1.0,0.0,0.0,339.0325,4.0,118.45,2.0,126.95,2.0,239.0,1.0,164.225,4.0,501.0,3.0,308.3333333333333,3.0,2529.59,2.0
RNTTTR,1500.3333333333333,3.0,591.0,4.0,1208.0,1.0,0.0,0.0,0.0,0.0,1418.0,1.0,1996.0,1.0,1372.0,2.0,1248.0,3.0,715.5,2.0,1003.5,2.0,2389.0,1.0,0.0,0.0,337.6588888888889,9.0,447.565,2.0,409.20571428571435,7.0,1029.038,5.0,1068.7433333333333,3.0,1224.75,2.0,495.15333333333336,3.0,878.565,2.0,126.82333333333334,3.0,713.7133333333333,6.0,692.895,4.0,831.3375,4.0,1606.79,1.0
MCDNXS,345.5,2.0,771.0,1.0,0.0,0.0,2147.0,1.0,0.0,0.0,478.0,2.0,463.3333333333333,3.0,285.3333333333333,3.0,481.0,1.0,926.5,4.0,303.5,2.0,773.0,1.0,0.0,0.0,137.48499999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123.58,1.0,969.21,1.0,0.0,0.0,850.865,2.0,0.0,0.0,218.94,1.0,0.0,0.0,430.93,1.0
E45YDR,77.0,2.0,140.0,5.0,6.0,1.0,47.0,2.0,124.0,2.0,137.5,2.0,139.0,1.0,0.0,0.0,79.0,1.0,119.0,1.0,39.5,2.0,0.0,0.0,300.0,1.0,178.95666666666662,12.0,0.0,0.0,0.0,0.0,0.0,0.0,212.32666666666668,9.0,112.0,1.0,0.0,0.0,119.965,4.0,229.39142857142858,7.0,292.7,2.0,111.02499999999999,4.0,0.0,0.0,242.40000000000003,4.0
E46UF2,382.0,1.0,0.0,0.0,0.0,0.0,545.0,2.0,308.5,2.0,1493.6666666666667,3.0,425.6666666666667,3.0,0.0,0.0,1085.3333333333333,3.0,1014.4,5.0,0.0,0.0,0.0,0.0,651.0,1.0,257.65999999999997,2.0,0.0,0.0,0.0,0.0,428.41999999999996,5.0,991.8666666666667,3.0,319.80749999999995,8.0,566.985,8.0,258.665,12.0,245.99,8.0,222.59222222222223,9.0,441.2283333333334,6.0,313.90099999999995,10.0,562.945,6.0
EL0BKX,598.5,2.0,0.0,0.0,692.5,2.0,0.0,0.0,1073.0,1.0,0.0,0.0,391.0,1.0,1430.6,5.0,249.0,1.0,587.0,1.0,622.0,2.0,377.0,3.0,589.0,2.0,474.62375,8.0,130.0,1.0,79.25,2.0,0.0,0.0,105.33333333333333,3.0,138.22714285714287,7.0,552.9442857142857,7.0,239.965,16.0,262.09888888888895,18.0,211.42,5.0,289.5257142857143,7.0,211.75600000000003,5.0,259.472,15.0
TXNCGH,211.0,1.0,271.0,1.0,77.0,1.0,1643.0,1.0,317.5,2.0,121.0,1.0,269.0,2.0,0.0,0.0,495.0,2.0,299.0,2.0,478.75,4.0,243.5,2.0,331.0,1.0,65.86333333333333,6.0,170.805,4.0,226.64666666666665,3.0,395.2,1.0,119.67333333333335,6.0,226.125,6.0,232.03666666666672,6.0,210.40249999999997,4.0,200.44428571428574,7.0,448.476,5.0,223.5325,4.0,156.57333333333335,3.0,143.18,5.0
ELSC9M,545.3333333333334,3.0,1073.0,1.0,1213.0,1.0,2339.3333333333335,3.0,1014.0,1.0,0.0,0.0,670.5,2.0,0.0,0.0,965.0,2.0,1584.0,2.0,155.5,2.0,136.66666666666666,3.0,0.0,0.0,231.004,5.0,108.65666666666668,3.0,491.74666666666667,3.0,153.16333333333333,3.0,262.9,5.0,210.13666666666666,6.0,430.1300000000001,10.0,378.7916666666667,6.0,519.308,5.0,49.705,2.0,452.9700000000001,5.0,903.6166666666667,3.0,391.0,3.0
2ONGOY,874.0,1.0,1805.5,2.0,324.5,2.0,0.0,0.0,0.0,0.0,1118.0,1.0,1009.5,2.0,719.0,1.0,833.5,2.0,1390.0,1.0,1201.0,1.0,1215.0,3.0,967.0,4.0,397.3883333333333,6.0,535.99,4.0,328.56,7.0,230.78,3.0,392.16499999999996,4.0,468.9425,4.0,573.6899999999999,7.0,724.9566666666666,6.0,523.8299999999999,2.0,369.5,3.0,734.1783333333333,6.0,390.47,6.0,525.14,4.0
E46T40,337.6666666666667,3.0,0.0,0.0,0.0,0.0,178.0,1.0,110.66666666666667,3.0,0.0,0.0,202.0,1.0,0.0,0.0,158.0,5.0,546.0,1.0,246.0,1.0,119.4,5.0,0.0,0.0,107.85000000000001,3.0,0.0,0.0,0.0,0.0,119.42,4.0,33.2,1.0,67.62666666666667,3.0,150.9,2.0,218.43555555555557,9.0,89.05,4.0,68.736,5.0,117.41857142857143,7.0,90.69666666666666,3.0,49.99,1.0
EEB8YU,0.0,0.0,237.0,2.0,2134.0,1.0,106.0,3.0,185.0,2.0,221.0,3.0,855.0,2.0,152.0,2.0,0.0,0.0,22.0,1.0,494.0,1.0,329.0,1.0,148.0,2.0,478.38000000000005,11.0,478.067,10.0,815.0525,4.0,471.6069230769231,13.0,615.5228571428571,14.0,730.2125,12.0,539.63,4.0,547.4438461538462,13.0,238.60666666666668,6.0,112.55333333333333,3.0,679.99,1.0,473.18,6.0,647.6099999999999,2.0
E4NAZZ,197.75,4.0,173.8,5.0,152.2,5.0,220.33333333333334,3.0,0.0,0.0,325.3333333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.98,1.0,0.0,0.0,0.0,0.0,165.98999999999998,2.0,0.0,0.0,217.5,1.0,0.0,0.0,0.0,0.0,239.7166666666667,6.0,0.0,0.0,158.6375,8.0
E4GH0B,2999.0,2.0,3146.6666666666665,3.0,1919.0,1.0,2452.0,1.0,2205.0,2.0,3860.0,1.0,5060.0,2.0,5941.5,2.0,9461.0,1.0,3076.0,3.0,2997.0,1.0,0.0,0.0,10589.0,1.0,968.0,1.0,215.54,3.0,813.74,1.0,763.91,1.0,0.0,0.0,1745.69,1.0,3106.77,2.0,721.155,2.0,1820.92,2.0,265.97,2.0,0.0,0.0,0.0,0.0,0.0,0.0
MPTKJM,1044.5,2.0,1909.0,2.0,1393.0,2.0,1012.0,1.0,1257.0,2.0,964.3333333333334,3.0,1361.0,2.0,1626.0,1.0,268.0,1.0,1812.5,2.0,392.5,2.0,0.0,0.0,0.0,0.0,395.39500000000004,6.0,260.06666666666666,3.0,617.8033333333333,3.0,138.45999999999998,5.0,750.12,2.0,195.5925,4.0,1020.0,2.0,0.0,0.0,278.25,3.0,130.0,1.0,534.6600000000001,2.0,217.425,2.0,404.04,1.0
E4UHLD,12287.0,1.0,0.0,0.0,227.0,1.0,0.0,0.0,7102.0,1.0,0.0,0.0,1513.0,1.0,0.0,0.0,1764.0,2.0,782.25,4.0,1266.0,3.0,439.3333333333333,3.0,1292.0,4.0,0.0,0.0,104.99,1.0,244.9,1.0,264.97,1.0,774.0,2.0,0.0,0.0,397.83,2.0,198.11,4.0,376.56,1.0,94.9,1.0,1476.4850000000001,2.0,86.26666666666667,3.0,373.57,1.0
KYGFNO,0.0,0.0,146.0,1.0,388.0,2.0,0.0,0.0,448.0,1.0,0.0,0.0,931.0,2.0,988.0,3.0,1082.0,3.0,181.0,2.0,563.0,2.0,576.0,2.0,298.5,2.0,300.3075,4.0,309.0,1.0,371.7,1.0,0.0,0.0,189.0,1.0,721.45,1.0,43.0,1.0,59.18,1.0,349.0,1.0,143.45,3.0,915.97,2.0,125.11,1.0,137.6,3.0
EEV9DO,1459.0,1.0,1728.0,1.0,929.0,2.0,3337.0,1.0,1670.5,2.0,1388.5,2.0,1207.0,1.0,1187.0,1.0,2243.5,2.0,1104.5,2.0,2293.0,1.0,1274.0,1.0,1612.0,3.0,1279.7133333333334,3.0,1126.6725000000001,4.0,1160.61,3.0,679.9675000000001,4.0,1051.15,2.0,411.905,2.0,936.625,2.0,870.75,4.0,826.0533333333333,3.0,754.14,3.0,613.4366666666666,6.0,658.0255555555556,9.0,2044.65,1.0
E4C06X,0.0,0.0,0.0,0.0,0.0,0.0,49.4,5.0,25.0,2.0,454.0,3.0,0.0,0.0,1016.6666666666666,3.0,510.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,53.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.33,3.0,0.0,0.0,0.0,0.0,482.34,2.0,749.8,1.0,2676.89,1.0,0.0,0.0,0.0,0.0
E4FMAL,793.0,1.0,349.0,1.0,0.0,0.0,474.0,1.0,711.0,1.0,443.5,2.0,354.5,4.0,128.5,2.0,707.0,2.0,0.0,0.0,292.0,1.0,381.3333333333333,3.0,944.5,2.0,240.47,1.0,593.6466666666666,3.0,346.3666666666666,3.0,0.0,0.0,360.22,2.0,137.3,2.0,112.72333333333334,3.0,100.1625,4.0,0.0,0.0,0.0,0.0,0.0,0.0,78.22,1.0,324.24,2.0
ELEJVR,0.0,0.0,0.0,0.0,270.6666666666667,3.0,469.0,2.0,0.0,0.0,304.0,4.0,173.5,2.0,0.0,0.0,0.0,0.0,148.5,2.0,96.0,3.0,566.0,1.0,110.0,2.0,0.0,0.0,1217.2150000000001,2.0,318.435,2.0,338.94,3.0,388.08714285714285,7.0,719.0999999999999,4.0,239.87,3.0,805.575,2.0,209.26833333333332,6.0,218.28750000000002,4.0,676.94,2.0,701.2760000000001,5.0,1090.91375,8.0
LPRQJJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.0,1.0,1941.5,2.0,719.0,2.0,1961.3333333333333,3.0,1652.0,3.0,818.0,3.0,894.0,2.0,1523.3333333333333,3.0,501.18111111111114,9.0,433.33333333333337,9.0,426.688,5.0,1271.77,2.0,706.415,6.0,913.7075,4.0,693.69,5.0,572.295,6.0,516.3100000000001,7.0,860.7299999999999,5.0,438.692,5.0,375.9325,4.0,704.2719999999999,5.0
ELPMLT,0.0,0.0,0.0,0.0,1229.0,3.0,881.5,2.0,2228.0,1.0,537.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.5,2.0,723.8,5.0,899.4,5.0,0.0,0.0,99.32666666666667,3.0,161.19400000000002,5.0,97.645,2.0,395.55,5.0,114.5,4.0,802.9433333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,97.635,2.0,108.0,6.0,3294.94,1.0
QLKMML,0.0,0.0,0.0,0.0,822.6666666666666,3.0,808.5,2.0,1300.5,2.0,2513.0,1.0,784.75,4.0,1409.0,1.0,623.0,1.0,1837.0,1.0,1118.0,2.0,1283.0,1.0,1946.0,1.0,0.0,0.0,0.0,0.0,160.0,1.0,427.94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,1.0,3222.99,1.0,2198.1150000000002,2.0,0.0,0.0
LNKQJN,0.0,0.0,1663.0,1.0,1124.0,2.0,906.0,1.0,3528.0,1.0,1998.0,1.0,1315.0,3.0,0.0,0.0,0.0,0.0,1035.6666666666667,3.0,1065.3333333333333,3.0,1561.0,3.0,2186.0,1.0,0.0,0.0,0.0,0.0,199.99,1.0,118.9,1.0,513.515,2.0,149.45,2.0,152.41,2.0,120.8,1.0,0.0,0.0,0.0,0.0,197.11,2.0,296.32666666666665,3.0,161.91333333333333,3.0
JXFXFO,96.33333333333333,3.0,127.5,2.0,69.0,2.0,321.5,2.0,823.0,1.0,145.0,1.0,0.0,0.0,0.0,0.0,212.5,2.0,392.5,2.0,142.5,2.0,0.0,0.0,62.5,2.0,262.3066666666667,3.0,163.94333333333336,3.0,0.0,0.0,432.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1453.665,2.0,1407.4950000000001,2.0,0.0,0.0,264.8,1.0
PNMLQR,2104.0,1.0,1748.5,2.0,0.0,0.0,1805.3333333333333,3.0,1340.5,2.0,1240.0,1.0,1510.6666666666667,3.0,1856.3333333333333,3.0,0.0,0.0,1824.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0575,8.0,404.475,4.0,522.8671428571429,7.0,463.692,5.0,301.8966666666667,6.0,854.5350000000001,4.0,410.87499999999994,6.0,371.185,8.0,395.9614285714286,7.0,283.9372727272727,11.0,243.72714285714284,7.0,0.0,0.0,0.0,0.0
EEK1MJ,255.33333333333334,3.0,299.0,1.0,470.0,2.0,270.0,1.0,0.0,0.0,281.0,3.0,185.0,3.0,0.0,0.0,209.0,2.0,0.0,0.0,107.33333333333333,3.0,599.0,1.0,0.0,0.0,105.56857142857142,7.0,144.10777777777778,9.0,374.28749999999997,4.0,136.32800000000003,5.0,101.95749999999998,8.0,122.10624999999999,8.0,172.57000000000002,6.0,73.84,5.0,100.30375,8.0,158.40666666666664,9.0,79.36333333333332,9.0,132.475,10.0,71.57666666666667,6.0
KLIJII,1438.0,1.0,1836.0,1.0,1609.5,2.0,324.0,1.0,0.0,0.0,0.0,0.0,845.5,2.0,2470.0,1.0,1218.0,1.0,1161.5,2.0,1845.0,3.0,3081.6666666666665,3.0,1152.0,2.0,606.5,3.0,1575.2733333333335,6.0,1477.586,5.0,623.5,2.0,265.09,2.0,1298.23,7.0,1107.1633333333334,3.0,1244.3414285714284,7.0,654.0649999999999,6.0,1109.6000000000001,6.0,1463.292,5.0,1413.5385714285712,7.0,1163.8285714285714,7.0
LNMQKK,924.0,1.0,0.0,0.0,1329.82,1.0,300.0,1.0,418.0,1.0,0.0,0.0,763.5,2.0,654.0,3.0,180.0,1.0,1121.0,1.0,1589.0,1.0,472.3333333333333,3.0,658.5,4.0,247.2,1.0,0.0,0.0,1461.4,1.0,664.49,1.0,204.62,1.0,999.2375000000001,4.0,0.0,0.0,953.08,1.0,2699.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,218.98,1.0
MPTTMM,535.0,1.0,0.0,0.0,0.0,0.0,1166.5,2.0,1644.0,1.0,1252.0,2.0,815.0,2.0,442.0,1.0,422.5,4.0,417.0,1.0,392.5,2.0,1249.0,1.0,503.0,2.0,826.48,2.0,1158.435,2.0,0.0,0.0,545.0,1.0,0.0,0.0,1315.79,2.0,0.0,0.0,2066.016666666667,3.0,0.0,0.0,0.0,0.0,4997.49,1.0,2061.8933333333334,3.0,521.08,1.0
MPLIKM,135.0,1.0,0.0,0.0,147.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,91.75,4.0,59.0,1.0,73.5,4.0,45.0,1.0,92.25,4.0,78.0,2.0,60.0,1.0,0.0,0.0,106.98,1.0,63.989999999999995,2.0,42.98,1.0,60.98666666666667,3.0,41.98,2.0,29.98,1.0,0.0,0.0,57.95000000000001,3.0,57.718333333333334,6.0,50.480000000000004,5.0,187.15250000000003,4.0,74.45800000000001,5.0
KYSGYG,1377.3333333333333,3.0,0.0,0.0,1404.0,1.0,1144.0,2.0,0.0,0.0,600.5,2.0,540.0,2.0,766.0,2.0,635.25,4.0,690.5,2.0,0.0,0.0,0.0,0.0,1364.0,1.0,0.0,0.0,363.91999999999996,2.0,224.0,1.0,352.95,1.0,155.62,2.0,0.0,0.0,0.0,0.0,298.0,1.0,337.905,2.0,152.49333333333334,3.0,0.0,0.0,504.82,4.0,120.04,1.0
NPJKNL,1051.0,4.0,448.6666666666667,3.0,586.0,2.0,1410.51,2.0,0.0,0.0,0.0,0.0,1371.0,2.0,928.0,1.0,1475.0,1.0,817.0,1.0,2291.0,1.0,374.5,2.0,0.0,0.0,579.5780000000001,5.0,266.59,1.0,444.45000000000005,2.0,1511.5199999999998,3.0,449.19,2.0,416.00333333333333,3.0,395.38,1.0,592.2800000000001,3.0,371.345,6.0,717.4975000000001,4.0,508.72285714285715,7.0,122.98,1.0,402.645,2.0
E4E1P5,0.0,0.0,1608.0,1.0,730.0,3.0,285.5,2.0,240.0,1.0,1360.6666666666667,3.0,625.5,2.0,638.0,1.0,2881.0,1.0,72.0,1.0,937.0,2.0,515.0,1.0,99.0,1.0,1390.4299999999998,2.0,445.1,1.0,421.53999999999996,3.0,268.412,5.0,1252.0,1.0,782.515,4.0,0.0,0.0,446.83,2.0,0.0,0.0,350.46,1.0,543.07,2.0,653.1500000000001,4.0,467.53999999999996,2.0
ELUJ94,1252.0,1.0,1910.0,1.0,375.0,3.0,0.0,0.0,775.5,2.0,380.5,2.0,249.33333333333334,3.0,0.0,0.0,160.0,2.0,635.0,2.0,1085.0,1.0,870.0,2.0,0.0,0.0,124.33333333333333,3.0,181.56,5.0,247.93200000000002,5.0,118.654,5.0,135.0,2.0,248.5,2.0,174.3166666666667,3.0,74.0,1.0,210.99,2.0,388.398,5.0,222.93666666666664,3.0,916.845,2.0,145.0,1.0
E4CJCA,3902.0,1.0,1599.0,1.0,1894.0,2.0,2722.0,1.0,3078.5,2.0,2060.0,1.0,3621.0,1.0,3046.0,1.0,1604.0,1.0,3809.0,2.0,748.0,1.0,2272.3333333333335,3.0,4584.5,2.0,315.84,3.0,633.8583333333333,6.0,421.25666666666666,3.0,699.2950000000001,2.0,1850.5749999999998,2.0,1446.4833333333333,6.0,965.17,7.0,790.62,7.0,320.2,2.0,1812.9260000000002,5.0,1288.65,2.0,1064.56,2.0,903.25,3.0
LLLRRQ,0.0,0.0,3764.0,1.0,2998.0,1.0,224.0,1.0,336.0,2.0,1315.0,2.0,4912.0,1.0,642.0,2.0,514.6666666666666,3.0,1903.3333333333333,3.0,2369.0,1.0,557.0,2.0,0.0,0.0,1430.02,1.0,1212.4499999999998,2.0,1668.0,1.0,1470.44,2.0,700.29,3.0,742.1999999999999,3.0,470.8,1.0,413.1175,4.0,593.7066666666666,3.0,4509.715,2.0,1593.8875,4.0,70.95,2.0,922.0200000000001,5.0
ESNYNC,764.5,2.0,676.0,1.0,0.0,0.0,1645.6666666666667,3.0,1026.0,1.0,351.0,1.0,1876.5,2.0,585.0,3.0,666.5,2.0,1901.0,1.0,0.0,0.0,562.5,2.0,1429.0,1.0,218.43857142857146,7.0,193.67333333333332,3.0,203.3475,4.0,380.73,3.0,175.885,4.0,2951.66,2.0,157.6525,4.0,141.665,4.0,857.8933333333334,3.0,288.44,3.0,167.01500000000001,2.0,545.9359999999999,5.0,298.07800000000003,5.0
IKQQMJ,699.0,1.0,6394.5,2.0,2623.0,3.0,1963.5,2.0,1217.0,1.0,5670.5,2.0,0.0,0.0,1847.0,1.0,0.0,0.0,1924.0,1.0,1839.3333333333333,3.0,4219.5,2.0,2378.0,1.0,873.7,1.0,5534.868,5.0,493.77,8.0,4677.013333333333,3.0,2707.8275000000003,4.0,1756.4554545454544,11.0,4243.576666666667,3.0,1721.1920000000002,10.0,3951.4566666666665,6.0,3511.3325,4.0,2579.1071428571436,7.0,2750.4700000000003,5.0,563.4649999999999,2.0
ELY17I,435.0,1.0,0.0,0.0,653.5,2.0,269.0,3.0,0.0,0.0,78.5,2.0,0.0,0.0,562.3333333333334,3.0,219.0,1.0,177.75,4.0,0.0,0.0,197.5,2.0,46.0,1.0,478.0,1.0,35.0,1.0,0.0,0.0,372.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,373.06,1.0,0.0,0.0,1550.115,2.0,0.0,0.0,0.0,0.0,0.0,0.0
KNHXHO,2822.0,1.0,1778.0,2.0,2459.0,1.0,3661.0,1.0,887.0,1.0,1055.5,2.0,2045.5,2.0,1311.0,1.0,2002.5,2.0,2730.0,1.0,1145.0,1.0,1937.0,1.0,1395.3333333333333,3.0,0.0,0.0,489.05,1.0,390.40000000000003,4.0,76.95,1.0,197.285,2.0,1101.67,3.0,664.3,1.0,488.07000000000005,2.0,200.5,1.0,810.51,2.0,648.73,2.0,835.38,2.0,657.95,1.0
ELXHR2,1021.0,1.0,0.0,0.0,405.0,2.0,1003.0,1.0,604.0,2.0,1805.0,1.0,319.0,1.0,655.5,2.0,824.75,4.0,0.0,0.0,459.0,3.0,343.0,1.0,996.0,1.0,826.92,1.0,384.045,2.0,157.5,2.0,275.16,1.0,49.9,1.0,820.2533333333334,3.0,0.0,0.0,1249.62,1.0,43.0,2.0,0.0,0.0,837.98,3.0,1043.4,1.0,850.385,2.0
EELOF1,3174.5,2.0,6255.0,1.0,2311.0,2.0,4874.0,2.0,6276.0,1.0,5503.0,1.0,6913.0,1.0,6233.0,1.0,3692.3333333333335,3.0,3032.0,1.0,5520.5,2.0,8823.0,1.0,5068.0,1.0,1147.625,2.0,984.575,4.0,1231.37,2.0,940.22,1.0,1167.99,2.0,1951.725,2.0,1467.99,2.0,1362.77,1.0,688.94,1.0,431.91999999999996,2.0,0.0,0.0,205.90333333333334,3.0,3092.97,1.0
ELQSBC,104.0,1.0,135.0,2.0,0.0,0.0,102.0,3.0,201.0,6.0,77.0,1.0,37.0,1.0,220.5,2.0,87.0,1.0,0.0,0.0,0.0,0.0,49.0,1.0,79.0,1.0,0.0,0.0,0.0,0.0,181.6,1.0,226.69,2.0,1376.835,2.0,466.0,1.0,0.0,0.0,0.0,0.0,157.95,2.0,0.0,0.0,147.995,2.0,76.0,1.0,346.165,2.0
EET2Y2,3622.0,1.0,847.5,2.0,0.0,0.0,1545.0,1.0,0.0,0.0,1130.5,2.0,746.5,2.0,0.0,0.0,1525.0,1.0,344.5,2.0,1060.0,3.0,2272.0,3.0,1377.5,2.0,423.8971428571428,7.0,251.77499999999998,4.0,309.79833333333335,6.0,465.9542857142857,7.0,727.6716666666666,12.0,167.71200000000002,10.0,565.8219999999999,5.0,667.1288888888889,9.0,473.4937499999999,8.0,386.6142857142857,7.0,526.6633333333333,6.0,324.075,4.0,974.0199999999999,5.0
E4FFD5,848.0,2.0,844.0,1.0,0.0,0.0,654.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1940.0,1.0,910.6666666666666,3.0,0.0,0.0,674.6,5.0,0.0,0.0,624.8,5.0,187.845,2.0,0.0,0.0,687.5840000000001,5.0,240.76,3.0,723.12,3.0,316.08,2.0,0.0,0.0,0.0,0.0,275.935,2.0,102.98,1.0,1022.785,2.0,0.0,0.0,0.0,0.0
KSSNSF,284.3333333333333,3.0,165.0,1.0,277.0,2.0,334.0,2.0,269.0,1.0,164.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,168.33333333333334,3.0,330.0,2.0,335.0,1.0,312.0,1.0,750.9466666666667,3.0,2725.58,1.0,4527.93,1.0,2523.8250000000003,2.0,5008.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5413.57,1.0,0.0,0.0,1702.27,1.0,0.0,0.0
ZYFFFF,0.0,0.0,0.0,0.0,0.0,0.0,720.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,546.2,5.0,355.1666666666667,6.0,496.0,1.0,0.0,0.0,0.0,0.0,614.6666666666666,3.0,249.69,2.0,1235.5449999999998,6.0,0.0,0.0,859.65,2.0,138.58,1.0,1701.0,1.0,226.7875,4.0,454.1950000000001,6.0,248.02750000000003,8.0,573.9,8.0,436.02888888888884,9.0,0.0,0.0,290.435,2.0
ELANVY,1174.5,2.0,1141.0,1.0,3993.0,1.0,2214.0,1.0,1427.0,3.0,1216.0,2.0,1525.0,3.0,0.0,0.0,1624.5,2.0,504.0,1.0,1226.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1532.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.9,1.0,0.0,0.0,536.045,2.0,0.0,0.0,1344.0,1.0,774.31,2.0
EEZDYX,686.0,2.0,0.0,0.0,1135.0,3.0,525.0,2.0,263.5,2.0,712.0,1.0,701.0,3.0,485.0,2.0,0.0,0.0,372.0,1.0,0.0,0.0,0.0,0.0,967.5,2.0,0.0,0.0,0.0,0.0,470.6166666666666,3.0,310.85,1.0,0.0,0.0,0.0,0.0,607.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.15,1.0,79.99,1.0
E4A9A0,0.0,0.0,831.0,1.0,404.0,1.0,170.0,1.0,1741.2,5.0,1399.0,1.0,612.0,2.0,289.0,2.0,120.0,1.0,398.0,1.0,557.0,1.0,299.0,1.0,606.0,1.0,0.0,0.0,1454.4875,4.0,847.6999999999999,3.0,2656.29,3.0,2062.5266666666666,3.0,658.3433333333334,3.0,2758.34,3.0,2321.25,2.0,991.54,1.0,252.95000000000002,2.0,589.585,4.0,1905.0499999999997,4.0,51.99,1.0
